8	-7	-3	13	3	0	-3	4	-2	6	-1	-3	-1	-3	-9	-5
4	4	8	5	3	-9	-6	5	9	11	9	-15	-2	-10	3	3
2	-3	0	15	-3	-7	-5	5	9	1	9	0	2	-6	-11	-1
-20	2	-4	13	-13	10	-1	-9	-9	10	-9	0	-4	-10	-4	1
0	3	11	-3	-4	0	2	6	-2	0	6	-2	-5	4	14	7
0	19	-8	-4	3	-6	-18	-16	6	-3	-2	-1	0	-5	0	-17
0	-1	0	-3	1	4	7	-3	-7	-1	-7	0	5	11	14	-21
-4	0	-13	-3	12	-5	10	-4	0	-7	0	-1	0	-3	0	0
